,strain,c-mCherry-100 per OD at max local gr
0,Null,
1,POT1-ccdB_biorep4,22.225495834754646
2,pCLN2-mCherry-tCLN2_biorep4,89.04285570176422
3,pCLN2-mCherry-tHSP26_biorep4,22.725411604559227
4,pCLN2-mCherry-tPAB1_biorep4,85.64708522117763
5,pCLN2-mCherry-tPGK1_biorep4,23.627145442615223
6,pCLN2-mCherry-tPMA1_biorep4,49.85629991155194
7,pCLN2-mCherry-tRPS13_biorep4,24.38324029076591
8,pCLN2-mCherry-tRPS3_biorep4,118.01236964040285
9,pCLN2-mCherry-tSRO9_biorep4,23.93962621464821
10,pCLN2-mCherry-tSUN4_biorep4,49.99616089745408
11,pCLN2-mCherry-tTOS6_biorep4,49.01547074815039
12,pHSP26-mCherry-tCLN2_biorep4,7580.48973952272
13,pHSP26-mCherry-tHSP26_biorep4,7477.433803209604
14,pHSP26-mCherry-tPAB1_biorep4,8463.876394517249
15,pHSP26-mCherry-tPGK1_biorep4,10801.09306478268
16,pHSP26-mCherry-tPMA1_biorep4,4902.345507734902
17,pHSP26-mCherry-tRPS13_biorep4,10282.551135413883
18,pHSP26-mCherry-tRPS3_biorep4,11313.70362666434
19,pHSP26-mCherry-tSRO9_biorep4,6936.342018057239
20,pHSP26-mCherry-tSUN4_biorep4,4727.017884674221
21,pPGK1-mCherry-tCLN2_biorep4,4934.533072211822
22,pPGK1-mCherry-tHSP26_biorep4,4129.770875623714
23,pPGK1-mCherry-tPAB1_biorep4,4536.41779300223
24,pPGK1-mCherry-tPGK1_biorep4,4494.716311520788
25,pPGK1-mCherry-tPMA1_biorep4,1065.8272619208287
26,pPGK1-mCherry-tRPS13_biorep4,4444.530877101097
27,pPGK1-mCherry-tRPS3_biorep4,4617.570551047271
28,pPGK1-mCherry-tSRO9_biorep4,1847.3911738717468
29,pPGK1-mCherry-tSUN4_biorep4,2218.242712636538
30,pPGK1-mCherry-tTOS6_biorep4,2465.81011950907
31,pRPS13-mCherry-tCLN2_biorep4,4679.3045416952555
32,pRPS13-mCherry-tHSP26_biorep4,4781.401300039352
33,pRPS13-mCherry-tPAB1_biorep4,5615.5251686386655
34,pRPS13-mCherry-tPGK1_biorep4,3882.544059947977
35,pRPS13-mCherry-tPMA1_biorep4,1003.800421250737
36,pRPS13-mCherry-tRPS13_biorep4,5261.289206646283
37,pRPS13-mCherry-tRPS3_biorep4,6288.57587312425
38,pRPS13-mCherry-tSRO9_biorep4,2148.242163160801
39,pRPS13-mCherry-tSUN4_biorep4,1732.8057877158606
40,pRPS13-mCherry-tTOS6_biorep4,2052.182252291868
41,pRPS3-mCherry-tCLN2_biorep4,4237.985151926095
42,pRPS3-mCherry-tHSP26_biorep4,2112.8349072659216
43,pRPS3-mCherry-tPAB1_biorep4,4829.934703866185
44,pRPS3-mCherry-tPGK1_biorep4,3293.2094445413327
45,pRPS3-mCherry-tPMA1_biorep4,950.5543385382159
46,pRPS3-mCherry-tRPS13_biorep4,4853.436249660623
47,pRPS3-mCherry-tRPS3_biorep4,6409.823828205521
48,pRPS3-mCherry-tSRO9_biorep4,1647.7369693444052
49,pRPS3-mCherry-tSUN4_biorep4,1320.9542194552178
50,pRPS3-mCherry-tTOS6_biorep4,1165.8031532165958
51,pSRO9-mCherry-tCLN2_biorep4,22.81785329377451
52,pSRO9-mCherry-tHSP26_biorep4,23.350720209093495
53,pSRO9-mCherry-tPAB1_biorep4,46.961658278374436
54,pSRO9-mCherry-tPGK1_biorep4,0.3800644174468673
55,pSRO9-mCherry-tPMA1_biorep4,46.228386300046296
56,pSRO9-mCherry-tRPS13_biorep4,23.4352018785376
57,pSRO9-mCherry-tRPS3_biorep4,23.166608972267785
58,pSRO9-mCherry-tSRO9_biorep4,23.532472923868305
59,pSRO9-mCherry-tSUN4_biorep4,22.859003523841967
60,pSRO9-mCherry-tTOS6_biorep4,44.0593894652963
